[Wed Apr 24 07:17:23.637982 2019] [mpm_winnt:notice] [pid 10040:tid 832] AH00455: Apache/2.4.6 (Win32) PHP/5.4.17 configured -- resuming normal operations
[Wed Apr 24 07:17:23.637982 2019] [mpm_winnt:notice] [pid 10040:tid 832] AH00456: Apache Lounge VC10 Server built: Jul 16 2013 11:15:41
[Wed Apr 24 07:17:23.637982 2019] [core:notice] [pid 10040:tid 832] AH00094: Command line: 'C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor/apache2/bin/httpd_usbwv8.exe -d C:/Users/Aluno/Desktop/Guilherme/Servidor/apache2'
[Wed Apr 24 07:17:23.653630 2019] [mpm_winnt:notice] [pid 10040:tid 832] AH00418: Parent: Created child process 1364
[Wed Apr 24 07:17:24.169106 2019] [mpm_winnt:notice] [pid 1364:tid 852] AH00354: Child: Starting 64 worker threads.
[Wed Apr 24 07:22:42.473806 2019] [:error] [pid 1364:tid 1364] [client ::1:50626] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:23:26.649774 2019] [:error] [pid 1364:tid 1364] [client ::1:50629] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:23:27.812329 2019] [:error] [pid 1364:tid 1364] [client ::1:50629] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:23:28.021620 2019] [:error] [pid 1364:tid 1364] [client ::1:50629] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:23:28.224654 2019] [:error] [pid 1364:tid 1364] [client ::1:50629] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:23:28.420790 2019] [:error] [pid 1364:tid 1364] [client ::1:50629] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:23:28.614767 2019] [:error] [pid 1364:tid 1364] [client ::1:50629] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:23:28.816391 2019] [:error] [pid 1364:tid 1364] [client ::1:50629] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:23:28.998105 2019] [:error] [pid 1364:tid 1364] [client ::1:50629] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:23:29.168608 2019] [:error] [pid 1364:tid 1364] [client ::1:50629] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:23:29.400604 2019] [:error] [pid 1364:tid 1364] [client ::1:50629] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:24:06.265673 2019] [:error] [pid 1364:tid 1364] [client ::1:50632] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:24:06.480674 2019] [:error] [pid 1364:tid 1364] [client ::1:50632] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:24:06.678555 2019] [:error] [pid 1364:tid 1364] [client ::1:50632] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:24:38.162513 2019] [:error] [pid 1364:tid 1364] [client ::1:50634] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:24:38.560448 2019] [:error] [pid 1364:tid 1364] [client ::1:50634] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:24:38.785519 2019] [:error] [pid 1364:tid 1364] [client ::1:50634] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:24:38.984755 2019] [:error] [pid 1364:tid 1364] [client ::1:50634] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:10.329588 2019] [:error] [pid 1364:tid 1364] [client ::1:50637] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:10.540624 2019] [:error] [pid 1364:tid 1364] [client ::1:50637] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:10.705387 2019] [:error] [pid 1364:tid 1364] [client ::1:50637] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:10.859576 2019] [:error] [pid 1364:tid 1364] [client ::1:50637] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:11.019968 2019] [:error] [pid 1364:tid 1364] [client ::1:50637] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:11.197152 2019] [:error] [pid 1364:tid 1364] [client ::1:50637] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:11.374434 2019] [:error] [pid 1364:tid 1364] [client ::1:50637] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:11.534679 2019] [:error] [pid 1364:tid 1364] [client ::1:50637] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:11.706065 2019] [:error] [pid 1364:tid 1364] [client ::1:50637] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:27.599359 2019] [:error] [pid 1364:tid 1364] [client ::1:50639] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:27.805795 2019] [:error] [pid 1364:tid 1364] [client ::1:50639] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:27.984422 2019] [:error] [pid 1364:tid 1364] [client ::1:50639] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:28.160830 2019] [:error] [pid 1364:tid 1364] [client ::1:50639] PHP Notice:  Undefined index: Palio in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:25:38.964911 2019] [:error] [pid 1364:tid 1364] [client ::1:50641] PHP Notice:  Undefined offset: 4 in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 11
[Wed Apr 24 07:27:38.177272 2019] [:error] [pid 1364:tid 1364] [client ::1:50657] PHP Notice:  Undefined index: cheira peido in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 12
[Wed Apr 24 07:40:38.816994 2019] [:error] [pid 1364:tid 1364] [client ::1:50922] PHP Parse error:  syntax error, unexpected '<' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 17
[Wed Apr 24 07:41:02.144070 2019] [:error] [pid 1364:tid 1364] [client ::1:50925] PHP Parse error:  syntax error, unexpected '<' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 17
[Wed Apr 24 07:41:02.839698 2019] [:error] [pid 1364:tid 1364] [client ::1:50925] PHP Parse error:  syntax error, unexpected '<' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 17
[Wed Apr 24 07:41:03.044119 2019] [:error] [pid 1364:tid 1364] [client ::1:50925] PHP Parse error:  syntax error, unexpected '<' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 17
[Wed Apr 24 07:41:03.230736 2019] [:error] [pid 1364:tid 1364] [client ::1:50925] PHP Parse error:  syntax error, unexpected '<' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 17
[Wed Apr 24 07:41:03.427167 2019] [:error] [pid 1364:tid 1364] [client ::1:50925] PHP Parse error:  syntax error, unexpected '<' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 17
[Wed Apr 24 07:41:34.983755 2019] [:error] [pid 1364:tid 1364] [client ::1:50931] PHP Parse error:  syntax error, unexpected '[', expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 21
[Wed Apr 24 07:41:35.853656 2019] [:error] [pid 1364:tid 1364] [client ::1:50931] PHP Parse error:  syntax error, unexpected '[', expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 21
[Wed Apr 24 07:41:36.067611 2019] [:error] [pid 1364:tid 1364] [client ::1:50931] PHP Parse error:  syntax error, unexpected '[', expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 21
[Wed Apr 24 07:41:39.487576 2019] [:error] [pid 1364:tid 1364] [client ::1:50931] PHP Parse error:  syntax error, unexpected '[', expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 21
[Wed Apr 24 07:41:39.760797 2019] [:error] [pid 1364:tid 1364] [client ::1:50931] PHP Parse error:  syntax error, unexpected '[', expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 21
[Wed Apr 24 07:41:39.990569 2019] [:error] [pid 1364:tid 1364] [client ::1:50931] PHP Parse error:  syntax error, unexpected '[', expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 21
[Wed Apr 24 07:41:40.274138 2019] [:error] [pid 1364:tid 1364] [client ::1:50931] PHP Parse error:  syntax error, unexpected '[', expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 21
[Wed Apr 24 07:41:40.518737 2019] [:error] [pid 1364:tid 1364] [client ::1:50931] PHP Parse error:  syntax error, unexpected '[', expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 21
[Wed Apr 24 08:13:44.877692 2019] [:error] [pid 1364:tid 1364] [client ::1:50978] PHP Parse error:  syntax error, unexpected '$age' (T_VARIABLE), expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 21
[Wed Apr 24 08:13:46.314931 2019] [:error] [pid 1364:tid 1364] [client ::1:50978] PHP Parse error:  syntax error, unexpected '$age' (T_VARIABLE), expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 21
[Wed Apr 24 08:23:24.747612 2019] [:error] [pid 1364:tid 1360] [client ::1:51002] PHP Parse error:  syntax error, unexpected '$age' (T_VARIABLE), expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 20
[Wed Apr 24 08:24:09.491574 2019] [:error] [pid 1364:tid 1364] [client ::1:51004] PHP Parse error:  syntax error, unexpected '$age' (T_VARIABLE), expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 20
[Wed Apr 24 08:24:10.034098 2019] [:error] [pid 1364:tid 1364] [client ::1:51004] PHP Parse error:  syntax error, unexpected '$age' (T_VARIABLE), expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 20
[Wed Apr 24 08:24:10.258204 2019] [:error] [pid 1364:tid 1364] [client ::1:51004] PHP Parse error:  syntax error, unexpected '$age' (T_VARIABLE), expecting ',' or ';' in C:\\Users\\Aluno\\Desktop\\Guilherme\\Servidor\\root\\vetor.php on line 20
